173,Oksana Stefanova,088568013,5D,oksana.stefanova.5d@student.hbschool.bg
168,Pavel Ivanov,088568008,5D,pavel.ivanov.5d@student.hbschool.bg
176,Petar Kostov,088568016,5D,petar.kostov.5d@student.hbschool.bg
164,Rosen Petkov,088568004,5D,rosen.petkov.5d@student.hbschool.bg
161,Silvia Petrova,088568001,5D,silvia.petrova.5d@student.hbschool.bg
192,Aleksandar Georgiev,088665012,6A,aleksandar.georgiev.6a@student.hbschool.bg
191,Aleksandra Vasileva,088665011,6A,aleksandra.vasileva.6a@student.hbschool.bg
196,Boris Ivanov,088665016,6A,boris.ivanov.6a@student.hbschool.bg
200,Daniel Ivanov,088665020,6A,daniel.ivanov.6a@student.hbschool.bg
190,Daniel Stefanov,088665010,6A,daniel.stefanov.6a@student.hbschool.bg
197,Darina Petkova,088665017,6A,darina.petkova.6a@student.hbschool.bg
193,Elitsa Stoyanova,088665013,6A,elitsa.stoyanova.6a@student.hbschool.bg
182,Georgi Petkov,088665002,6A,georgi.petkov.6a@student.hbschool.bg
185,Gergana Ivanova,088665005,6A,gergana.ivanova.6a@student.hbschool.bg
199,Kalina Hristova,088665019,6A,kalina.hristova.6a@student.hbschool.bg
195,Kristina Nikolova,088665015,6A,kristina.nikolova.6a@student.hbschool.bg
184,Martin Kostov,088665004,6A,martin.kostov.6a@student.hbschool.bg
189,Milena Georgieva,088665009,6A,milena.georgieva.6a@student.hbschool.bg
194,Ognyan Dimitrov,088665014,6A,ognyan.dimitrov.6a@student.hbschool.bg
186,Petar Petrov,088665006,6A,petar.petrov.6a@student.hbschool.bg
181,Petya Stoyanova,088665001,6A,petya.stoyanova.6a@student.hbschool.bg
183,Tsvetanka Petkova,088665003,6A,tsvetanka.petkova.6a@student.hbschool.bg
187,Tsvetanka Vasileva,088665007,6A,tsvetanka.vasileva.6a@student.hbschool.bg
188,Veselin Petkov,088665008,6A,veselin.petkov.6a@student.hbschool.bg
198,Yasen Stoyanov,088665018,6A,yasen.stoyanov.6a@student.hbschool.bg
209,Aleksandra Dimitrova,088666009,6B,aleksandra.dimitrova.6b@student.hbschool.bg
201,Anna Vasileva,088666001,6B,anna.vasileva.6b@student.hbschool.bg
202,Daniel Georgiev,088666002,6B,daniel.georgiev.6b@student.hbschool.bg
212,Dimitar Stefanov,088666012,6B,dimitar.stefanov.6b@student.hbschool.bg
210,Emil Vasilev,088666010,6B,emil.vasilev.6b@student.hbschool.bg
214,Ivan Petkov,088666014,6B,ivan.petkov.6b@student.hbschool.bg
208,Ivan Vasilev,088666008,6B,ivan.vasilev.6b@student.hbschool.bg
218,Kaloyan Nikolov,088666018,6B,kaloyan.nikolov.6b@student.hbschool.bg
211,Karina Stefanova,088666011,6B,karina.stefanova.6b@student.hbschool.bg
203,Kristina Petkova,088666003,6B,kristina.petkova.6b@student.hbschool.bg
206,Lazar Vasilev,088666006,6B,lazar.vasilev.6b@student.hbschool.bg
207,Milena Dimitrova,088666007,6B,milena.dimitrova.6b@student.hbschool.bg
205,Nevena Ivanova,088666005,6B,nevena.ivanova.6b@student.hbschool.bg
215,Nevena Petrova,088666015,6B,nevena.petrova.6b@student.hbschool.bg
216,Pavel Petrov,088666016,6B,pavel.petrov.6b@student.hbschool.bg
204,Stefan Todorov,088666004,6B,stefan.todorov.6b@student.hbschool.bg
213,Teodora Stefanova,088666013,6B,teodora.stefanova.6b@student.hbschool.bg
220,Todor Todorov,088666020,6B,todor.todorov.6b@student.hbschool.bg
217,Violeta Vasileva,088666017,6B,violeta.vasileva.6b@student.hbschool.bg
219,Yana Georgieva,088666019,6B,yana.georgieva.6b@student.hbschool.bg
231,Aleksandra Petrova,088667011,6C,aleksandra.petrova.6c@student.hbschool.bg
236,Atanas Hristov,088667016,6C,atanas.hristov.6c@student.hbschool.bg
224,Atanas Vasilev,088667004,6C,atanas.vasilev.6c@student.hbschool.bg
229,Daniela Georgieva,088667009,6C,daniela.georgieva.6c@student.hbschool.bg
223,Darina Petrova,088667003,6C,darina.petrova.6c@student.hbschool.bg
228,Dimitar Stefanov,088667008,6C,dimitar.stefanov.6c@student.hbschool.bg
238,Ivan Nikolov,088667018,6C,ivan.nikolov.6c@student.hbschool.bg
222,Ivan Todorov,088667002,6C,ivan.todorov.6c@student.hbschool.bg
230,Jivko Stoyanov,088667010,6C,jivko.stoyanov.6c@student.hbschool.bg
226,Martin Stoyanov,088667006,6C,martin.stoyanov.6c@student.hbschool.bg
232,Martin Vasilev,088667012,6C,martin.vasilev.6c@student.hbschool.bg
235,Nevena Nikolova,088667015,6C,nevena.nikolova.6c@student.hbschool.bg
240,Nikola Georgiev,088667020,6C,nikola.georgiev.6c@student.hbschool.bg
234,Nikolay Dimitrov,088667014,6C,nikolay.dimitrov.6c@student.hbschool.bg
225,Oksana Stefanova,088667005,6C,oksana.stefanova.6c@student.hbschool.bg
233,Oksana Stoyanova,088667013,6C,oksana.stoyanova.6c@student.hbschool.bg
227,Petya Hristova,088667007,6C,petya.hristova.6c@student.hbschool.bg
221,Silvia Stoyanova,088667001,6C,silvia.stoyanova.6c@student.hbschool.bg
237,Tanya Stoyanova,088667017,6C,tanya.stoyanova.6c@student.hbschool.bg
239,Tsvetanka Kostova,088667019,6C,tsvetanka.kostova.6c@student.hbschool.bg
251,Anelia Georgieva,088668011,6D,anelia.georgieva.6d@student.hbschool.bg
252,Dimitar Nikolov,088668012,6D,dimitar.nikolov.6d@student.hbschool.bg
245,Elena Nikolova,088668005,6D,elena.nikolova.6d@student.hbschool.bg
250,Filip Georgiev,088668010,6D,filip.georgiev.6d@student.hbschool.bg
249,Galina Vasileva,088668009,6D,galina.vasileva.6d@student.hbschool.bg
243,Hristina Todorova,088668003,6D,hristina.todorova.6d@student.hbschool.bg
260,Hristo Ivanov,088668020,6D,hristo.ivanov.6d@student.hbschool.bg
246,Kaloyan Kostov,088668006,6D,kaloyan.kostov.6d@student.hbschool.bg
257,Kristina Nikolova,088668017,6D,kristina.nikolova.6d@student.hbschool.bg
241,Kristina Petrova,088668001,6D,kristina.petrova.6d@student.hbschool.bg
244,Lyubomir Kostov,088668004,6D,lyubomir.kostov.6d@student.hbschool.bg
258,Lyubomir Stoyanov,088668018,6D,lyubomir.stoyanov.6d@student.hbschool.bg
256,Martin Kostov,088668016,6D,martin.kostov.6d@student.hbschool.bg
248,Nikola Todorov,088668008,6D,nikola.todorov.6d@student.hbschool.bg
247,Radina Georgieva,088668007,6D,radina.georgieva.6d@student.hbschool.bg
254,Simeon Ivanov,088668014,6D,simeon.ivanov.6d@student.hbschool.bg
259,Tsvetanka Hristova,088668019,6D,tsvetanka.hristova.6d@student.hbschool.bg
253,Violeta Vasileva,088668013,6D,violeta.vasileva.6d@student.hbschool.bg
242,Yasen Vasilev,088668002,6D,yasen.vasilev.6d@student.hbschool.bg
255,Zhaneta Stoyanova,088668015,6D,zhaneta.stoyanova.6d@student.hbschool.bg
273,Anelia Petkova,088765013,7A,anelia.petkova.7a@student.hbschool.bg
265,Eva Stefanova,088765005,7A,eva.stefanova.7a@student.hbschool.bg
264,Filip Nikolov,088765004,7A,filip.nikolov.7a@student.hbschool.bg
270,Georgi Georgiev,088765010,7A,georgi.georgiev.7a@student.hbschool.bg
271,Gergana Todorova,088765011,7A,gergana.todorova.7a@student.hbschool.bg
279,Kristina Petrova,088765019,7A,kristina.petrova.7a@student.hbschool.bg
262,Lazar Ivanov,088765002,7A,lazar.ivanov.7a@student.hbschool.bg
267,Nevena Nikolova,088765007,7A,nevena.nikolova.7a@student.hbschool.bg
275,Nevena Nikolova,088765015,7A,nevena.nikolova.7a@student.hbschool.bg
277,Nevena Todorova,088765017,7A,nevena.todorova.7a@student.hbschool.bg
280,Pavel Dimitrov,088765020,7A,pavel.dimitrov.7a@student.hbschool.bg
268,Petar Stoyanov,088765008,7A,petar.stoyanov.7a@student.hbschool.bg
274,Plamen Georgiev,088765014,7A,plamen.georgiev.7a@student.hbschool.bg
263,Radina Georgieva,088765003,7A,radina.georgieva.7a@student.hbschool.bg
269,Stefka Stefanova,088765009,7A,stefka.stefanova.7a@student.hbschool.bg
261,Teodora Hristova,088765001,7A,teodora.hristova.7a@student.hbschool.bg
272,Valentin Hristov,088765012,7A,valentin.hristov.7a@student.hbschool.bg
278,Veselin Petrov,088765018,7A,veselin.petrov.7a@student.hbschool.bg
266,Viktor Petkov,088765006,7A,viktor.petkov.7a@student.hbschool.bg
276,Yasen Dimitrov,088765016,7A,yasen.dimitrov.7a@student.hbschool.bg
292,Aleksandar Vasilev,088766012,7B,aleksandar.vasilev.7b@student.hbschool.bg
294,Aleksandar Vasilev,088766014,7B,aleksandar.vasilev.7b@student.hbschool.bg
297,Aleksandra Ivanova,088766017,7B,aleksandra.ivanova.7b@student.hbschool.bg
287,Aleksandra Todorova,088766007,7B,aleksandra.todorova.7b@student.hbschool.bg
283,Anelia Ivanova,088766003,7B,anelia.ivanova.7b@student.hbschool.bg
285,Bilyana Hristova,088766005,7B,bilyana.hristova.7b@student.hbschool.bg
281,Bilyana Todorova,088766001,7B,bilyana.todorova.7b@student.hbschool.bg
295,Daniela Ivanova,088766015,7B,daniela.ivanova.7b@student.hbschool.bg
289,Desislava Todorova,088766009,7B,desislava.todorova.7b@student.hbschool.bg
291,Elitsa Stefanova,088766011,7B,elitsa.stefanova.7b@student.hbschool.bg
299,Gergana Petrova,088766019,7B,gergana.petrova.7b@student.hbschool.bg
296,Hristo Stoyanov,088766016,7B,hristo.stoyanov.7b@student.hbschool.bg
288,Lyubomir Petkov,088766008,7B,lyubomir.petkov.7b@student.hbschool.bg
286,Nikolay Stoyanov,088766006,7B,nikolay.stoyanov.7b@student.hbschool.bg
284,Petar Dimitrov,088766004,7B,petar.dimitrov.7b@student.hbschool.bg
298,Petar Vasilev,088766018,7B,petar.vasilev.7b@student.hbschool.bg
290,Rosen Hristov,088766010,7B,rosen.hristov.7b@student.hbschool.bg
300,Simeon Dimitrov,088766020,7B,simeon.dimitrov.7b@student.hbschool.bg
282,Vladimir Kostov,088766002,7B,vladimir.kostov.7b@student.hbschool.bg
293,Zlatka Petkova,088766013,7B,zlatka.petkova.7b@student.hbschool.bg
309,Anna Ivanova,088767009,7C,anna.ivanova.7c@student.hbschool.bg
317,Anna Nikolova,088767017,7C,anna.nikolova.7c@student.hbschool.bg
306,Daniel Stefanov,088767006,7C,daniel.stefanov.7c@student.hbschool.bg
310,Dimitar Petkov,088767010,7C,dimitar.petkov.7c@student.hbschool.bg
314,Dimitar Todorov,088767014,7C,dimitar.todorov.7c@student.hbschool.bg
318,Georgi Stefanov,088767018,7C,georgi.stefanov.7c@student.hbschool.bg
320,Georgi Stefanov,088767020,7C,georgi.stefanov.7c@student.hbschool.bg
316,Georgi Todorov,088767016,7C,georgi.todorov.7c@student.hbschool.bg
301,Kalina Vasileva,088767001,7C,kalina.vasileva.7c@student.hbschool.bg
315,Nevena Georgieva,088767015,7C,nevena.georgieva.7c@student.hbschool.bg
311,Nevena Ivanova,088767011,7C,nevena.ivanova.7c@student.hbschool.bg
312,Nikolay Hristov,088767012,7C,nikolay.hristov.7c@student.hbschool.bg
308,Petar Dimitrov,088767008,7C,petar.dimitrov.7c@student.hbschool.bg
307,Petya Georgieva,088767007,7C,petya.georgieva.7c@student.hbschool.bg
313,Radina Nikolova,088767013,7C,radina.nikolova.7c@student.hbschool.bg
304,Rosen Stefanov,088767004,7C,rosen.stefanov.7c@student.hbschool.bg
305,Silvia Kostova,088767005,7C,silvia.kostova.7c@student.hbschool.bg
302,Simeon Kostov,088767002,7C,simeon.kostov.7c@student.hbschool.bg
303,Stefka Ivanova,088767003,7C,stefka.ivanova.7c@student.hbschool.bg
319,Tsvetanka Todorova,088767019,7C,tsvetanka.todorova.7c@student.hbschool.bg
321,Anelia Hristova,088768001,7D,anelia.hristova.7d@student.hbschool.bg
339,Desislava Nikolova,088768019,7D,desislava.nikolova.7d@student.hbschool.bg
329,Eva Petkova,088768009,7D,eva.petkova.7d@student.hbschool.bg
332,Georgi Stefanov,088768012,7D,georgi.stefanov.7d@student.hbschool.bg
336,Ivan Georgiev,088768016,7D,ivan.georgiev.7d@student.hbschool.bg
328,Ivan Todorov,088768008,7D,ivan.todorov.7d@student.hbschool.bg
330,Jivko Ivanov,088768010,7D,jivko.ivanov.7d@student.hbschool.bg
337,Karina Stefanova,088768017,7D,karina.stefanova.7d@student.hbschool.bg
340,Lyubomir Stefanov,088768020,7D,lyubomir.stefanov.7d@student.hbschool.bg
326,Martin Stefanov,088768006,7D,martin.stefanov.7d@student.hbschool.bg
331,Petya Hristova,088768011,7D,petya.hristova.7d@student.hbschool.bg
325,Petya Kostova,088768005,7D,petya.kostova.7d@student.hbschool.bg
333,Radina Hristova,088768013,7D,radina.hristova.7d@student.hbschool.bg
324,Rosen Nikolov,088768004,7D,rosen.nikolov.7d@student.hbschool.bg
322,Stoyan Petrov,088768002,7D,stoyan.petrov.7d@student.hbschool.bg
323,Tsvetanka Georgieva,088768003,7D,tsvetanka.georgieva.7d@student.hbschool.bg
334,Veselin Vasilev,088768014,7D,veselin.vasilev.7d@student.hbschool.bg
338,Viktor Petkov,088768018,7D,viktor.petkov.7d@student.hbschool.bg
327,Violeta Stefanova,088768007,7D,violeta.stefanova.7d@student.hbschool.bg
335,Yana Dimitrova,088768015,7D,yana.dimitrova.7d@student.hbschool.bg
351,Aleksandra Stefanova,088865011,8A,aleksandra.stefanova.8a@student.hbschool.bg
347,Anna Dimitrova,088865007,8A,anna.dimitrova.8a@student.hbschool.bg
350,Anton Petkov,088865010,8A,anton.petkov.8a@student.hbschool.bg
358,Filip Dimitrov,088865018,8A,filip.dimitrov.8a@student.hbschool.bg
343,Hristina Petrova,088865003,8A,hristina.petrova.8a@student.hbschool.bg
349,Hristina Vasileva,088865009,8A,hristina.vasileva.8a@student.hbschool.bg
355,Irina Georgieva,088865015,8A,irina.georgieva.8a@student.hbschool.bg
342,Kaloyan Ivanov,088865002,8A,kaloyan.ivanov.8a@student.hbschool.bg
344,Lazar Stoyanov,088865004,8A,lazar.stoyanov.8a@student.hbschool.bg
352,Martin Stoyanov,088865012,8A,martin.stoyanov.8a@student.hbschool.bg
345,Nevena Ivanova,088865005,8A,nevena.ivanova.8a@student.hbschool.bg
357,Radina Nikolova,088865017,8A,radina.nikolova.8a@student.hbschool.bg
348,Simeon Todorov,088865008,8A,simeon.todorov.8a@student.hbschool.bg
360,Stefan Nikolov,088865020,8A,stefan.nikolov.8a@student.hbschool.bg
354,Stoyan Dimitrov,088865014,8A,stoyan.dimitrov.8a@student.hbschool.bg
353,Tsvetanka Petrova,088865013,8A,tsvetanka.petrova.8a@student.hbschool.bg
346,Viktor Dimitrov,088865006,8A,viktor.dimitrov.8a@student.hbschool.bg
356,Viktor Nikolov,088865016,8A,viktor.nikolov.8a@student.hbschool.bg
341,Violeta Dimitrova,088865001,8A,violeta.dimitrova.8a@student.hbschool.bg
359,Zlatka Nikolova,088865019,8A,zlatka.nikolova.8a@student.hbschool.bg
374,Aleksandar Stoyanov,088866014,8B,aleksandar.stoyanov.8b@student.hbschool.bg
363,Boryana Stoyanova,088866003,8B,boryana.stoyanova.8b@student.hbschool.bg
380,Daniel Petrov,088866020,8B,daniel.petrov.8b@student.hbschool.bg
371,Darina Nikolova,088866011,8B,darina.nikolova.8b@student.hbschool.bg
361,Elena Hristova,088866001,8B,elena.hristova.8b@student.hbschool.bg
372,Filip Georgiev,088866012,8B,filip.georgiev.8b@student.hbschool.bg
365,Galina Dimitrova,088866005,8B,galina.dimitrova.8b@student.hbschool.bg
373,Hristina Ivanova,088866013,8B,hristina.ivanova.8b@student.hbschool.bg
375,Kristina Stefanova,088866015,8B,kristina.stefanova.8b@student.hbschool.bg
379,Milena Vasileva,088866019,8B,milena.vasileva.8b@student.hbschool.bg
362,Simeon Hristov,088866002,8B,simeon.hristov.8b@student.hbschool.bg
366,Stefan Ivanov,088866006,8B,stefan.ivanov.8b@student.hbschool.bg
378,Stoyan Nikolov,088866018,8B,stoyan.nikolov.8b@student.hbschool.bg
367,Tsvetanka Stoyanova,088866007,8B,tsvetanka.stoyanova.8b@student.hbschool.bg
370,Valentin Ivanov,088866010,8B,valentin.ivanov.8b@student.hbschool.bg
364,Valentin Stefanov,088866004,8B,valentin.stefanov.8b@student.hbschool.bg
368,Viktor Ivanov,088866008,8B,viktor.ivanov.8b@student.hbschool.bg
377,Violeta Ivanova,088866017,8B,violeta.ivanova.8b@student.hbschool.bg
369,Yana Kostova,088866009,8B,yana.kostova.8b@student.hbschool.bg
376,Yasen Kostov,088866016,8B,yasen.kostov.8b@student.hbschool.bg
381,Anna Nikolova,088867001,8C,anna.nikolova.8c@student.hbschool.bg
391,Boryana Kostova,088867011,8C,boryana.kostova.8c@student.hbschool.bg
393,Darina Ivanova,088867013,8C,darina.ivanova.8c@student.hbschool.bg
390,Dimitar Vasilev,088867010,8C,dimitar.vasilev.8c@student.hbschool.bg
396,Filip Vasilev,088867016,8C,filip.vasilev.8c@student.hbschool.bg
383,Kristina Stoyanova,088867003,8C,kristina.stoyanova.8c@student.hbschool.bg
397,Kristina Vasileva,088867017,8C,kristina.vasileva.8c@student.hbschool.bg
386,Lyubomir Hristov,088867006,8C,lyubomir.hristov.8c@student.hbschool.bg
384,Martin Hristov,088867004,8C,martin.hristov.8c@student.hbschool.bg
395,Milena Stoyanova,088867015,8C,milena.stoyanova.8c@student.hbschool.bg
394,Ognyan Nikolov,088867014,8C,ognyan.nikolov.8c@student.hbschool.bg
385,Oksana Ivanova,088867005,8C,oksana.ivanova.8c@student.hbschool.bg
389,Tanya Stoyanova,088867009,8C,tanya.stoyanova.8c@student.hbschool.bg
382,Todor Georgiev,088867002,8C,todor.georgiev.8c@student.hbschool.bg
387,Tsvetanka Dimitrova,088867007,8C,tsvetanka.dimitrova.8c@student.hbschool.bg
399,Tsvetanka Georgieva,088867019,8C,tsvetanka.georgieva.8c@student.hbschool.bg
392,Vladimir Nikolov,088867012,8C,vladimir.nikolov.8c@student.hbschool.bg
398,Yasen Georgiev,088867018,8C,yasen.georgiev.8c@student.hbschool.bg
388,Yasen Petrov,088867008,8C,yasen.petrov.8c@student.hbschool.bg
400,Yasen Stoyanov,088867020,8C,yasen.stoyanov.8c@student.hbschool.bg
406,Aleksandar Petkov,088868006,8D,aleksandar.petkov.8d@student.hbschool.bg
402,Boris Petrov,088868002,8D,boris.petrov.8d@student.hbschool.bg
411,Boryana Petkova,088868011,8D,boryana.petkova.8d@student.hbschool.bg
412,Emil Ivanov,088868012,8D,emil.ivanov.8d@student.hbschool.bg
405,Eva Vasileva,088868005,8D,eva.vasileva.8d@student.hbschool.bg
404,Filip Ivanov,088868004,8D,filip.ivanov.8d@student.hbschool.bg
